,Ticker,Code
6548,inqd,1572565
6549,nvsgf,1415758
6550,vicp,1468639
6551,plxp,1497504
6552,winsf,1640251
6553,lexx,1348362
6554,tbtc,1090396
6555,esbs,1358254
6556,sxtc,1723980
6557,pvnc,1134982
6558,fbpi,1074543
6559,wnw,1787803
6560,pfin,75340
6561,tlgn,1411165
6562,bfri,1858685
6563,tuem,878726
6564,invo,1417926
6565,seac,1019671
6566,pbsv,1304161
6567,rkda,1469443
6568,odii,1781405
6569,cohn,1270436
6570,anldf,1519469
6571,dats,1648960
6572,rdgl,1449349
6573,inpx,1529113
6574,omws,1676852
6575,silo,1514183
6576,opgn,1293818
6577,payd,1017655
6578,trt,732026
6579,blin,1378590
6580,lcgmf,1339688
6581,cnfr,1502292
6582,trux,1578019
6583,rwbyf,1744345
6584,palt,1355839
6585,cann,1477009
6586,reed,1140215
6587,ahi,1815436
6588,xrtx,1729214
6589,hcdi,1784567
6590,mjne,1456857
6591,dtgi,1014052
6592,wavd,803578
6593,evk,943184
6594,iptk,1067873
6595,scia,830616
6596,hannf,1123267
6597,mmtif,1085921
6598,eeiq,1781397
6599,unex,1700844
6600,rcon,1442620
6601,tlss,1463208
6602,rxmd,1402945
6603,bhll,1407583
6604,tpst,1544227
6605,yten,1121702
6606,sfrx,1106213
6607,hlbz,1788841
6608,mitq,1770236
6609,whlr,1527541
6610,bnso,846546
6611,cyth,922247
6612,marps,62362
6613,avct,1704760
6614,tsri,98338
6615,ltry,1673481
6616,chuc,1134765
6617,utme,1789299
6618,ccbc,1365794
6619,gbcs,727346
6620,wbev,1782627
6621,ante,1413745
6622,icct,1408057
6623,avmr,1676163
6624,ycbd,1644903
6625,cycc,1130166
6626,lmfa,1640384
6627,ams,744825
6628,cing,1862150
6629,eqtrf,1635729
6630,lhil,1723187
6631,hfus,1482554
6632,dbs,1383054
6633,gigm,1105101
6634,unxp,1751707
6635,olb,1314196
6636,tanh,1588084
6637,btcs,1436229
6638,fdlb,910492
6639,jsbl,1745931
6640,denr,1435387
6641,oxbr,1584831
6642,psybf,1833371
6643,vrpx,1708331
6644,vivc,1703073
6645,dtst,1419951
6646,drug,1827401
6647,vrvr,1536089
6648,bioc,1044378
6649,inbp,1016504
6650,ndra,1681682
6651,clcs,1569340
6652,rmsl,1412126
6653,gxsff,1299865
6654,nbrv,1641640
6655,phge,1739174
6656,vyne,1566044
6657,sfet,1725332
6658,ucl,1775898
6659,cubt,1400271
6660,cwbr,1522602
6661,pjxrf,1625901
6662,useg,101594
6663,sols,1519177
6664,duot,1396536
6665,rnaz,1829635
6666,pik,1861522
6667,nsav,1432176
6668,btbd,1718224
6669,tomz,314227
6670,curr,1643301
6671,emma,822370
6672,edtk,1782309
6673,aemd,882291
6674,jva,1007019
6675,odyy,1626644
6676,wlyw,1555214
6677,mdgs,1618500
6678,snpw,1343465
6679,pzg,1629210
6680,rzzn,1659559
6681,cemi,1092662
6682,bmnm,1275477
6683,gipr,1651721
6684,fles,1438901
6685,clrd,895665
6686,vblt,1603207
6687,bicx,1443863
6688,nspr,1433607
6689,tevnf,1853718
6690,smit,922612
6691,rayt,1539778
6692,ford,38264
6693,gyro,1589061
6694,prkr,914139
6695,frtm,1589361
6696,lmnl,1351172
6697,reto,1687277
6698,uslg,1536394
6699,ltes,1586495
6700,ssnt,1236275
6701,excl,1786119
6702,clro,840715
6703,mymx,927761
6704,wdlf,1281984
6705,budz,1393772
6706,diah,1692981
6707,fgf,1591890
6708,minm,1467761
6709,obsv,1685316
6710,upc,1809616
6711,sonn,1106838
6712,bimi,1213660
6713,nrrwf,1680637
6714,imte,1668438
6715,ipsi,1591913
6716,bblg,1419554
6717,ptpi,1815903
6718,msn,32621
6719,sofo,1029744
6720,fmfg,1698022
6721,betrf,1464165
6722,ausi,826253
6723,imrn,1660046
6724,qwtr,1487091
6725,yayo,1691077
6726,hgen,1293310
6727,cyan,768408
6728,naov,1326706
6729,bkyi,1019034
6730,exn,1263011
6731,urlof,1115672
6732,scgy,1276531
6733,immx,1873835
6734,rcg,919567
6735,gfgsf,1684888
6736,srre,1083490
6737,elys,1080319
6738,iinn,1837493
6739,dlti,1420368
6740,ipdn,1546296
6741,blyq,1591565
6742,ybgj,895464
6743,vide,758743
6744,ttnp,910267
6745,ilhmf,1522142
6746,lxxgf,1450416
6747,qumu,892482
6748,eawd,1563298
6749,otrk,1136174
6750,cryo,1468679
6751,nuze,1527613
6752,muln,1499961
6753,mdrr,1654595
6754,lgiq,1335112
6755,skky,1546853
6756,agfy,1800637
6757,ngtf,1593001
6758,axas,867665
6759,xeri,1481504
6760,ptco,1609258
6761,nlsp,1783036
6762,leds,1333822
6763,isig,875355
6764,kool,1855255
6765,aspu,1487198
6766,neph,1196298
6767,bosc,1005516
6768,logc,1664106
6769,wafu,1716770
6770,tgcb,1815632
6771,blph,1600132
6772,skye,1516551
6773,tllyf,1689382
6774,awx,1061069
6775,myo,1369290
6776,ocln,1419793
6777,efsh,1599407
6778,wolv,1424404
6779,bwmg,1166708
6780,jzxn,1816172
6781,adru,1169717
6782,nnax,1132509
6783,elvg,1741489
6784,inlx,1081745
6785,cleu,1775085
6786,blbx,1567900
6787,liqt,1307579
6788,enmi,1300781
6789,qlgn,1460702
6790,glmd,1595353
6791,tssi,1320760
6792,gultu,1565146
6793,ccnc,1641398
6794,stal,1614556
6795,vrme,1104038
6796,newh,1371128
6797,axim,1514946
6798,avcrf,1355736
6799,atao,1570937
6800,pbio,830656
6801,uncy,1766140
6802,blcm,1358403
6803,nwcn,934796
6804,vyey,700764
6805,crcw,1688126
6806,taop,1552670
6807,livc,1108630
6808,fzmd,319016
6809,sonm,1178697
6810,ptix,1022899
6811,ionm,1798270
6812,dynt,720875
6813,sql,1605888
6814,garwf,1403870
6815,elio,1531266
6816,brtx,1505497
6817,sint,1269026
6818,usdr,1638911
6819,pnxlf,1689448
6820,smref,1480313
6821,gtmay,1163560
6822,slrx,1615219
6823,suic,1394108
6824,jagx,1585608
6825,reli,1812727
6826,spup,1563227
6827,tops,1296484
6828,qhyg,1423723
6829,mind,926423
6830,wint,946486
6831,sowg,1490161
6832,cscw,1747661
6833,pktx,1128189
6834,cvat,1376793
6835,pbmlf,1319150
6836,pfho,1138476
6837,iaalf,1450894
6838,cdelf,1611831
6839,sipn,1128252
6840,adil,1513525
6841,blnc,1632121
6842,spcb,1291855
6843,allr,1860657
6844,bktpf,1677522
6845,lbcmf,1580110
6846,ithuf,1643154
6847,nlbs,1563463
6848,gril,1701756
6849,phio,1533040
6850,nris,1603793
6851,clxt,1705843
6852,artw,7623
6853,mmnd,1088638
6854,msgm,1821175
6855,rviv,1718500
6856,intv,1520118
6857,cgolf,1759352
6858,dsgt,1413909
6859,irns,723269
6860,bpts,1768946
6861,hoth,1711786
6862,nxgl,1468929
6863,lixt,1335105
6864,trxa,1437750
6865,atms,1062128
6866,xbio,1534525
6867,svvc,1495584
6868,bmmj,1715611
6869,idxg,1054102
6870,hiho,1026785
6871,imh,1000298
6872,cuen,1424657
6873,pstv,1095981
6874,game,1714562
6875,meds,1382574
6876,ambo,1494558
6877,bccef,1807387
6878,rwrdp,1652350
6879,csjt,1451797
6880,rdga,812152
6881,wisa,1682149
6882,snoa,1367083
6883,uuu,102109
6884,tcnt,1602143
6885,avni,1113313
6886,coms,1178727
6887,mmtrs,66496
6888,mobq,1084267
6889,zzll,1365357
6890,dusyf,1551887
6891,lrdc,1442492
6892,bbrw,1641751
6893,byoc,1386049
6894,clsh,1522222
6895,unam,100716
6896,cfrx,1478069
6897,ivfh,312257
6898,lmrmf,1588837
6899,tgiff,1706145
6900,lctc,1493137
6901,govx,832489
6902,crtg,1375195
6903,dxf,1499494
6904,mtp,1643918
6905,lvvv,1421289
6906,stmh,1697834
6907,ufab,1617669
6908,crex,1356093
6909,mcujf,1133519
6910,svfd,1789192
6911,gblx,1165320
6912,mlct,1438943
6913,hpto,1021435
6914,navb,810509
6915,falc,922521
6916,ensc,1716947
6917,nmex,1415744
6918,ryes,1424864
6919,vive,879682
6920,dfco,725394
6921,cphi,1106644
6922,milc,1358656
6923,btb,1543268
6924,unql,1281845
6925,vtna,1280396
6926,sisi,1300734
6927,senr,1576197
6928,exnn,1726744
6929,mtpp,1658521
6930,sscr,1473287
6931,cfic,1448324
6932,nxmr,1088005
6933,ssy,96793
6934,shvlf,1301713
6935,phcf,1729089
6936,tmbr,1504167
6937,ncpl,1414767
6938,gbr,105744
6939,xnda,1624985
6940,mfh,1527762
6941,inkw,1585380
6942,fulo,1092570
6943,gmgt,1816906
6944,zdpy,1279620
6945,worx,1674227
6946,relv,768710
6947,amst,1807166
6948,warm,1399352
6949,luvu,1374567
6950,zvo,1305323
6951,nuwe,1506492
6952,ktra,1498382
6953,prfx,1801834
6954,tofb,730349
6955,acan,1508348
6956,xtlb,1023549
6957,micr,819689
6958,clwt,1026662
6959,rbcn,1410172
6960,pyyx,939930
6961,achn,1672571
6962,sigy,1642159
6963,mkgp,1825270
6964,ezgo,1806904
6965,gmbl,1451448
6966,oblg,746210
6967,gthp,924515
6968,svbl,1031093
6969,cnnc,1410187
6970,sing,1443611
6971,cenbf,1653821
6972,cpmv,836564
6973,jupgf,1684688
6974,bmxi,1122993
6975,gbs,1725430
6976,tetof,1783432
6977,qurt,1549631
6978,rscf,1103090
6979,rkfl,823546
6980,veii,1417664
6981,slgd,88000
6982,tnlx,99106
6983,east,1534708
6984,icco,1103310
6985,cnsp,1729427
6986,clri,1362516
6987,alxef,1603519
6988,enrt,1346022
6989,trck,1045942
6990,ahpi,874710
6991,ejh,1769768
6992,rsls,1427570
6993,jan,862861
6994,fxby,1068897
6995,cosm,1474167
6996,gryn,1443388
6997,nby,1389545
6998,agnpf,1642178
6999,fjhl,850971
7000,ilal,1657214
7001,mgti,1001601
7002,fdit,1593184
7003,ryttf,1706588
7004,tenx,34956
7005,htgm,1169987
7006,sode,1726286
7007,keyr,1832161
7008,dpdw,1110607
7009,moho,1763197
7010,elre,1438461
7011,bylg,1668082
7012,smgi,1426506
7013,gspe,1341726
7014,tppm,1692068
7015,bopo,1510832
7016,grusf,1463000
7017,arao,1083922
7018,ncre,1104462
7019,vper,1133192
7020,towtf,1579026
7021,owpc,1622244
7022,mhtx,1099132
7023,wgmcf,1680962
7024,aytu,1385818
7025,tarsf,1409036
7026,fnhc,1069996
7027,strr,707388
7028,evgdf,1518353
7029,hhse,1069680
7030,rmesf,1358654
7031,yvr,884247
7032,gmpw,1064722
7033,nahd,1485029
7034,vprb,1376231
7035,aiad,743758
7036,dsny,1099369
7037,rhe,1004724
7038,babb,1123596
7039,gfai,1804469
7040,brsf,1662382
7041,tmbxf,1072772
7042,gfoo,1510518
7043,nphc,1119643
7044,ecia,930775
7045,krbp,1792581
7046,ewlu,1517498
7047,ntox,844538
7048,mmmm,66600
7049,cyto,1601936
7050,mysz,1211805
7051,tpia,1763329
7052,qian,1499684
7053,fcic,730669
7054,stab,1318641
7055,pmedf,1868079
7056,ucle,1543623
7057,alds,1755101
7058,cetx,1435064
7059,mnrlf,1555746
7060,henc,1324736
7061,happ,1751876
7062,crvw,1377149
7063,atxi,1644963
7064,nvnt,1282980
7065,gpft,1205181
7066,cvsi,1510964
7067,szlsf,1454263
7068,hbuv,1639068
7069,gegp,1081188
7070,snax,1691936
7071,grom,1662574
7072,adxn,1574232
7073,nugn,1593549
7074,snes,1680378
7075,epgg,1501862
7076,hbis,1489588
7077,drfs,1857910
7078,capc,814926
7079,shrg,1644488
7080,drma,1853816
7081,leai,1561880
7082,fdmsf,1668987
7083,alda,1062506
7084,gdsi,1011662
7085,fwav,1652958
7086,fmnj,1304077
7087,pctl,1119897
7088,gwti,1572386
7089,kdce,1049011
7090,tikk,96885
7091,crkn,1761696
7092,pbla,1029125
7093,mlrkf,1409680
7094,cmxc,1493712
7095,gtvi,1263364
7096,mslp,1415684
7097,wegyf,1008112
7098,ammx,1776048
7099,nvfy,1473334
7100,ctib,1042187
7101,gntof,1346917
7102,paxh,1350156
7103,oilcf,1922639
7104,xito,1651932
7105,abcp,20639
7106,kspn,795212
7107,aehl,1470683
7108,bittf,1028357
7109,thmg,711034
7110,cytr,799698
7111,rnwr,1467913
7112,ivdn,1190370
7113,cowi,1156784
7114,eqmef,1792554
7115,sits,1468978
7116,rgmp,1716324
7117,tcri,1481443
7118,ammj,945617
7119,kgkg,1802546
7120,crdv,1084551
7121,sgni,1023198
7122,frtg,1602813
7123,mjhi,1789330
7124,efoi,924168
7125,acor,1008848
7126,katx,1474558
7127,hrbk,889608
7128,gmvd,1760764
7129,rcar,1016708
7130,celz,1187953
7131,fgco,1377167
7132,phbi,1435181
7133,kern,1755953
7134,ahnr,1304409
7135,sixwf,1515251
7136,nrom,709005
7137,clts,1165639
7138,csui,1680132
7139,ghsi,1642375
7140,plrtf,1639142
7141,fomc,867028
7142,ogaa,1749849
7143,femff,1066130
7144,updc,836937
7145,tptw,1661039
7146,arat,1566243
7147,fnam,884363
7148,coep,1819663
7149,tdcb,1282847
7150,ttcm,1389067
7151,royl,1694617
7152,vnue,1376804
7153,nihk,1084475
7154,lll,1546383
7155,giga,719274
7156,nstm,912544
7157,cloq,1437517
7158,gpox,1673475
7159,iwsh,1279715
7160,lbuy,1643721
7161,rmhb,1670869
7162,gevi,894556
7163,skas,1128281
7164,vyst,1308027
7165,pgid,1061164
7166,cbdy,1586554
7167,igen,1393540
7168,czni,1381871
7169,vs,1701963
7170,seii,819926
7171,admt,849401
7172,lclp,1604930
7173,tnrg,1524872
7174,bdrex,1745846
7175,arth,1537561
7176,maxd,1353499
7177,whlt,1025771
7178,gftx,1338929
7179,wcui,1516887
7180,dvlp,1736865
7181,ccob,1456802
7182,nuvg,1671132
7183,abcff,1284237
7184,whsi,1443089
7185,nxen,1625288
7186,hgyn,1324759
7187,usrm,1388319
7188,agtx,1603345
7189,ybcn,1284454
7190,numd,1543637
7191,amct,1626556
7192,vism,1082733
7193,vyco,1424768
7194,stqn,847942
7195,op,1869467
7196,bntc,1808898
7197,boxs,1487718
7198,afdg,1486297
7199,qron,1689084
7200,vaucf,1723047
7201,tkoi,1094084
7202,kitl,1608092
7203,bzyr,724445
7204,gtll,932021
7205,gsbx,1651166
7206,igpk,1002771
7207,nspdf,1590875
7208,bwmy,1656501
7209,pgol,1080448
7210,nvdef,1398713
7211,reos,1335288
7212,vynd,1745078
7213,spyr,829325
7214,abnaf,873612
7215,ngld,1605481
7216,ldsn,1737193
7217,sils,90391
7218,ipcif,1474835
7219,amty,945828
7220,ltgj,1445175
7221,fecof,849997
7222,jpotf,1061612
7223,rton,1580262
7224,emax,1008653
7225,ciit,1557798
7226,vino,1559998
7227,atyg,1093636
7228,iinx,1528308
7229,eari,1083468
7230,cpwr,827099
7231,vbhi,1490054
7232,brvo,1444839
7233,rnva,931059
7234,syta,1649009
7235,strg,1803096
7236,imci,884650
7237,kprx,1372514
7238,anpc,1786511
7239,ptnyf,1819074
7240,cdjm,1024095
7241,gmer,1454742
7242,luxff,1871928
7243,vlon,1824293
7244,pvnnf,1627480
7245,flxt,925660
7246,mlmn,1100779
7247,xdsl,825322
7248,rahgf,1611852
7249,zyjt,1442101
7250,asft,1651992
7251,xsnx,1039466
7252,pcyn,812306
7253,isco,1355790
7254,sdon,892832
7255,stcc,1555972
7256,gluc,1420108
7257,ifny,822746
7258,csli,1806015
7259,reno,1590383
7260,crtd,1357671
7261,usbl,764630
7262,fifg,1648903
7263,grlf,915661
7264,hitc,1584693
7265,prtm,1874138
7266,etck,1128353
7267,vmcs,1102942
7268,nmgx,891417
7269,nvgt,1089297
7270,thmo,811212
7271,acmb,1598323
7272,fstj,1525306
7273,mojo,1414953
7274,nugs,1290504
7275,amih,1300524
7276,cmdrf,858043
7277,bspk,1409197
7278,trxo,1287900
7279,aunff,1507713
7280,drem,1518336
7281,cbnt,1421636
7282,oxbc,1473086
7283,dbrm,1164256
7284,blpg,1416697
7285,fdct,1722731
7286,bmcs,1384066
7287,repcf,1205059
7288,ioni,1580490
7289,qprc,824416
7290,dxief,1323838
7291,nimu,720762
7292,andr,6494
7293,nauh,1399855
7294,nugl,1096768
7295,suwn,806592
7296,sysx,1737372
7297,bgavf,1500620
7298,pali,1357459
7299,hsdt,1610853
7300,gcfff,863678
7301,bfyw,1852707
7302,aasp,930245
7303,lvca,1874440
7304,jksm,860543
7305,mcoa,1078799
7306,taug,1142790
7307,avoi,1342936
7308,emed,1715819
7309,srmx,841533
7310,flcx,1609988
7311,atds,1068689
7312,wsco,1473490
7313,amhg,1805024
7314,bqst,1568628
7315,sprc,1611746
7316,riii,1574910
7317,lsmg,1319643
7318,tegy,1383394
7319,grst,792935
7320,gdmk,1725911
7321,sgmd,919175
7322,koan,897078
7323,cbds,1360442
7324,ecgi,1856416
7325,bnkl,1508381
7326,gstc,1502152
7327,srco,318299
7328,cmgo,1346655
7329,grhi,894501
7330,sgbi,1104280
7331,elra,1402371
7332,aftc,1182731
7333,plyn,1612851
7334,rebl,1532158
7335,seav,1763660
7336,lbsr,1172178
7337,boty,1407704
7338,laab,1584480
7339,crkr,1162896
7340,eesh,1138867
7341,dbgi,1668010
7342,umhl,1317839
7343,ircc,1373690
7344,ptzh,1627469
7345,nptx,1615999
7346,usaq,856984
7347,lgyv,1616788
7348,vrscf,1422669
7349,usnu,1089815
7350,uvss,1286768
7351,gbux,1169138
7352,snbh,1358633
7353,ntpy,1689490
7354,evoa,728447
7355,evtn,1043894
7356,dpww,1559172
7357,tmrr,1685237
7358,amsu,1142801
7359,stupf,1883898
7360,hadv,1531477
7361,pssr,225628
7362,tcco,96699
7363,plsh,1552189
7364,prps,1855621
7365,dlyt,1125699
7366,kays,1530746
7367,mmmw,1117228
7368,kalo,1389034
7369,sset,1561686
7370,mghl,1162283
7371,pshg,1481241
7372,elst,752294
7373,vrtc,773318
7374,svsn,1099814
7375,alye,946822
7376,tdnt,1421907
7377,mtlk,1098462
7378,chhe,1309057
7379,qtgi,1074663
7380,jrss,1597892
7381,mntr,1599117
7382,corg,837342
7383,sanp,1499275
7384,purt,1126162
7385,ntrr,1512886
7386,zicx,1465311
7387,mdwk,1295514
7388,rmed,1716621
7389,qzmrf,811522
7390,onci,1300867
7391,mage,1515317
7392,thct,1404935
7393,nhle,1552979
7394,dbmm,1127475
7395,neca,1373853
7396,frzt,1485074
7397,ndtp,1329944
7398,bnvif,1647866
7399,uita,1334740
7400,omtk,1404804
7401,msyn,1693687
7402,cpmd,1081938
7403,srus,1761540
7404,wwsg,1342792
7405,duuo,1635136
7406,rlly,1940251
7407,vbix,797542
7408,itdn,51011
7409,avpmf,1445467
7410,gsac,890725
7411,altx,775057
7412,gtxo,1375793
7413,halb,1458631
7414,nfei,1140586
7415,bonz,1439264
7416,mccx,1535079
7417,imahf,1405663
7418,fern,1880419
7419,kssh,1374881
7420,abmc,896747
7421,puge,1540615
7422,wddd,1961
7423,trlff,1698370
7424,afom,1286459
7425,hdvy,1141788
7426,atrx,737207
7427,lfer,1579010
7428,yewb,1548240
7429,glae,1014111
7430,cwnof,1145898
7431,srgz,1401835
7432,forz,1683131
7433,ssok,1559157
7434,cgsi,1552358
7435,mlfb,1308569
7436,itox,1290658
7437,rasp,1582249
7438,gzic,1286648
7439,bisa,918545
7440,admg,1171008
7441,prle,928953
7442,etst,1538495
7443,gfmh,820771
7444,mspc,1488501
7445,amnl,8328
7446,skvi,1085277
7447,imun,1559356
7448,rakr,1872292
7449,aoxy,352991
7450,nhmd,1409446
7451,clis,1393548
7452,btdg,725929
7453,opvs,1571636
7454,tapm,1647170
7455,kens,55234
7456,smme,1301991
7457,equr,1563536
7458,vfrm,1669400
7459,tmll,1065734
7460,abqq,1605331
7461,ehvvf,1653606
7462,dclt,1321828
7463,bant,1704795
7464,qbio,1596062
7465,hstc,797564
7466,esmc,862668
7467,ygyi,1569329
7468,gthr,1017110
7469,mmex,1440799
7470,wesc,1368275
7471,pveg,1163612
7472,wgei,726037
7473,cynxf,1726317
7474,txhg,1133798
7475,ssof,1935435
7476,digp,1502966
7477,rdar,1384365
7478,rspi,849636
7479,tpii,852447
7480,gahc,1138724
7481,endv,1528172
7482,hwke,1750777
7483,qlis,1871181
7484,jfil,1517389
7485,arrt,1530425
7486,gxxm,1681556
7487,lwlw,723533
7488,tkxhf,1598773
7489,bbls,1368637
7490,uryl,1652842
7491,clcn,1394638
7492,dlcr,1614466
7493,pmpg,1301838
7494,gwhp,1598308
7495,rgin,1412659
7496,ghst,1121795
7497,espi,1346526
7498,afpw,1108046
7499,digaf,1369128
7500,xcrt,1138586
7501,nlab,1066719
7502,gcan,1695473
7503,mssv,1760026
7504,emge,1463459
7505,vizc,1506295
7506,bxxy,1680689
7507,dloc,1407878
7508,hybt,1086303
7509,rivu,1079282
7510,lfap,1510247
7511,owvi,1763657
7512,hhhef,825171
7513,cngt,1304741
7514,fkst,1458023
7515,vsym,1075857
7516,xall,1581220
7517,qtxb,820608
7518,wnbd,1114898
7519,hmla,1409624
7520,fssn,1487931
7521,nafs,1409253
7522,vmhg,895287
7523,ifmk,1681941
7524,fccn,1131903
7525,slch,1077319
7526,mxsg,1355677
7527,iwal,1498372
7528,clow,1619227
7529,brgo,1431074
7530,cppxf,852747
7531,abce,1300938
7532,acur,786947
7533,xrxh,1875746
7534,mdex,1318268
7535,bwvi,1310291
7536,wowi,920990
7537,tamg,1158702
7538,omhi,1403674
7539,ferl,1122742
7540,hsta,1813603
7541,dgwr,1637866
7542,nink,1567388
7543,ptam,1431880
7544,scgx,1277575
7545,cydx,1388994
7546,psww,1587476
7547,potn,1746563
7548,logq,768216
7549,sndd,1353406
7550,cbkcq,883943
7551,snwr,1096759
7552,blis,1703625
7553,saml,1530163
7554,grso,1104265
7555,spgx,1500305
7556,both,894560
7557,spowf,1227282
7558,ansu,1168663
7559,pbaj,745543
7560,dwog,869495
7561,gsfi,1437476
7562,trmnf,1574553
7563,pgai,81157
7564,gzcc,1267612
7565,apld,1144879
7566,begi,1483646
7567,roag,1058330
7568,tqlb,1822529
7569,rbsh,1421204
7570,pred,1382943
7571,mapt,1697935
7572,imii,1416090
7573,xtrm,1440280
7574,togl,1378125
7575,aqui,1863976
7576,ivst,1735012
7577,atcc,1372954
7578,cbgl,1413488
7579,pacv,882800
7580,wtii,1715032
7581,pdnla,731245
7582,nnrx,1451433
7583,awon,1432290
7584,cirx,813716
7585,qdmi,1094032
7586,prcx,1572384
7587,knos,1108248
7588,cxdc,1353970
7589,etni,1449447
7590,tghi,225211
7591,chnc,1411057
7592,qban,1427644
7593,adyx,1054274
7594,mblv,1343460
7595,novc,1025953
7596,cglo,842013
7597,cdix,811222
7598,gnolf,1261002
7599,phot,1161582
7600,kwbt,1159275
7601,ghmp,1464865
7602,auri,1092802
7603,grmc,59860
7604,exeo,1528760
7605,fteg,932265
7606,glbd,1524829
7607,owcp,1431934
7608,bdpt,1575142
7609,cyap,1230524
7610,gnbt,1059784
7611,inre,1528985
7612,snho,1927077
7613,rkos,1339205
7614,gmev,1382112
7615,ppcb,1517681
7616,tvog,1098343
7617,btim,1622231
7618,bmmcf,1212787
7619,gspt,1076262
7620,asck,1492091
7621,adgo,869531
7622,ecat,1864843
7623,pcmc,1141964
7624,bzrd,1765826
7625,myhi,1507181
7626,ahix,747435
7627,amlh,1124197
7628,winr,1708410
7629,cmgr,1389518
7630,conc,790273
7631,chno,1530874
7632,gtch,1471781
7633,fmhs,1811999
7634,pacqf,1485922
7635,pgas,1558465
7636,wtkn,1456453
7637,blxx,1428389
7638,mmnt,1653876
7639,fdbl,1414043
7640,ezrg,1543066
7641,brbl,1399306
7642,teum,1084384
7643,nvgi,1500122
7644,crftf,1832761
7645,wtnw,1713909
7646,ecdd,811868
7647,sitoq,1157817
7648,xspt,1628104
7649,fcti,1714379
7650,scrh,831489
7651,znrg,1568875
7652,emdf,894552
7653,cbdl,1776073
7654,spbv,1338672
7655,obcn,789318
7656,lphm,58411
7657,gipl,1837774
7658,blfe,1929281
7659,msto,1407591
7660,alpe,1023298
7661,ecxj,1823635
7662,sfio,1484703
7663,qnta,1691430
7664,webb,1011901
7665,nwyu,1372184
7666,asdn,1425203
7667,fbcd,1370816
7668,efir,1106848
7669,muss,723733
7670,vtxb,1373467
7671,appb,1607549
7672,gsrx,1381240
7673,masn,1486452
7674,gyst,1510524
7675,retc,1627611
7676,bmxc,1613895
7677,cxcq,1073489
7678,clth,1411036
7679,mngg,1406588
7680,bncm,1384939
7681,ltdh,93205
7682,hlwd,1422768
7683,sdvi,1267919
7684,krfg,774415
7685,crxm,772320
7686,agtk,1040850
7687,acca,1001463
7688,vrus,1430523
7689,yumaq,1672326
7690,pxpp,1660839
7691,xcpl,1331275
7692,seci,925661
7693,cybf,1522787
7694,epwcf,1109504
7695,mniz,1532926
7696,pzoo,1533427
7697,tkls,1429393
7698,mdin,1045707
7699,mnvn,1284452
7700,abilf,1652866
7701,syne,1375063
7702,ahfd,1477472
7703,gtor,1499855
7704,eaph,1071272
7705,brrn,1397795
7706,kegs,884380
7707,dpsm,1556753
7708,wkln,1413659
7709,kgji,1089531
7710,plsi,1493212
7711,couv,1450307
7712,aghc,885074
7713,cshef,908256
7714,biio,1575420
7715,legx,1423579
7716,lvpa,831378
7717,eegi,1043150
7718,aggg,1691906
7719,bssp,1495028
7720,anfif,1552448
7721,lrdg,1569568
7722,gteh,1591157
7723,neik,1082027
7724,plyz,1334589
7725,rcmw,1797956
7726,logx,1603494
7727,frli,1223533
7728,aiko,1405660
7729,stsc,1368761
7730,cnna,1368620
7731,rivx,1702541
7732,yuka,1886958
7733,uneq,1572317
7734,msof,766404
7735,mspr,1802450
7736,msth,1790320
7737,mssa,1882464
7738,mtam,1409175
7739,mtek,1872964
7740,mtmt,1036848
7741,mvco,924095
7742,murf,1896212
7743,mtvc,1885754
7744,mwrk,1515139
7745,mysn,1879293
7746,neov,1748137
7747,ndvnq,1659183
7748,neat,1877332
7749,nfnt,1862327
7750,newyy,1726189
7751,netc,1854458
7752,na,1872302
7753,naas,1712178
7754,nams,1936258
7755,naso,1398172
7756,nbad,1847888
7757,nbevq,1579823
7758,nbxg,1843181
7759,nbld,1725516
7760,mnx,1908233
7761,mob,1898643
7762,mntn,1863719
7763,mnao,1710495
7764,mmv,1874074
7765,mnkpf,1567892
7766,modg,837465
7767,mobv,1931691
7768,mond,1828852
7769,mpti,1902314
7770,mpgr,1582962
7771,mlan,1874848
7772,mlxa,1847408
7773,mlst,1846362
7774,mltx,1821586
7775,mkdty,1758736
7776,mkar,1871810
7777,mhua,1835615
7778,mics,923601
7779,mio,1864290
7780,mgom,1697412
7781,mgld,1005101
7782,nyax,1901279
7783,nxl,1527352
7784,nxmh,1811530
7785,nxpl,1058307
7786,nyx,1679379
7787,oaca,1837226
7788,oacc,1845036
7789,oak-pa,1403528
7790,obe,1334388
7791,obtc,1767057
7792,odac,1849074
7793,ocea,1836612
7794,nutx,1479681
7795,nvac,1859807
7796,nvct,1875558
7797,nwtn,1932737
7798,nvx,1859795
7799,nwac,1873504
7800,omcl,926326
7801,omed,1469988
7802,onfa,1541165
7803,onfo,1825452
7804,ons,1810200
7805,opal,1842279
7806,oplf,1628228
7807,ofst,1875931
7808,odv,1431852
7809,odrs,1610718
7810,olit,1866816
7811,oig,1108967
7812,okyo,1849296
7813,novi,1915654
7814,note,1823466
7815,npac,1844004
7816,npct,1835068
7817,npfc,1445831
7818,npfd,1865389
7819,nowg,1761911
7820,nrsax,1663712
7821,nruc,70502
7822,nrgv,1828536
7823,nubi,1881551
7824,nsts,1881592
7825,ntar,1737270
7826,nogn,1841800
7827,nmai,1861115
7828,nmco,1774342
7829,nlsc,1342219
7830,nlon,1922194
7831,nic,1174850
